learning_rate,gamma,gae_lambda,vf_coef,train_reward,train_reward_std,test_reward,test_reward_std,seed_repetition,seed_value,generalization_gap
0.0009451998572519,0.8968782712846817,0.9339108152949348,0.37633184641919,1000.0,0.0,1000.0,0.0,2,12478,0.0
0.0003570821924764,0.9312940770776156,0.9450236088945472,0.3966835465435393,1000.0,0.0,1000.0,0.0,0,97851,0.0
0.0003570821924764,0.9312940770776156,0.9450236088945472,0.3966835465435393,1000.0,0.0,1000.0,0.0,1,12245,0.0
0.0003570821924764,0.9312940770776156,0.9450236088945472,0.3966835465435393,1000.0,0.0,1000.0,0.0,2,5148,0.0
0.0003244907561018,0.8157563392720665,0.9281785636921004,0.4356842644360335,184.0,2.683281572999748,525.1,82.44567908629293,0,86678,-341.1
0.0003244907561018,0.8157563392720665,0.9281785636921004,0.4356842644360335,1000.0,0.0,1000.0,0.0,1,53882,0.0
0.0003244907561018,0.8157563392720665,0.9281785636921004,0.4356842644360335,1000.0,0.0,1000.0,0.0,2,89615,0.0
0.0002972753751946,0.8448441020337407,0.9656443491287576,0.4067062814927931,1000.0,0.0,1000.0,0.0,0,552,0.0
0.0002972753751946,0.8448441020337407,0.9656443491287576,0.4067062814927931,1000.0,0.0,1000.0,0.0,1,2782,0.0
0.0002972753751946,0.8448441020337407,0.9656443491287576,0.4067062814927931,1000.0,0.0,1000.0,0.0,2,44401,0.0
0.0003435706223672,0.8087655346801377,0.9432487835616667,0.9581871452259236,226.4,16.69850292690935,551.7,157.43382736883453,0,60751,-325.30000000000007
0.0003435706223672,0.8087655346801377,0.9432487835616667,0.9581871452259236,1000.0,0.0,1000.0,0.0,1,95540,0.0
0.0003435706223672,0.8087655346801377,0.9432487835616667,0.9581871452259236,1000.0,0.0,1000.0,0.0,2,61121,0.0
0.0002044953645763,0.8411838164885751,0.915799067700575,0.3342591763358937,938.4,55.44763295218291,1000.0,0.0,0,81885,-61.60000000000002
0.0002044953645763,0.8411838164885751,0.915799067700575,0.3342591763358937,1000.0,0.0,1000.0,0.0,1,65077,0.0
0.0002044953645763,0.8411838164885751,0.915799067700575,0.3342591763358937,1000.0,0.0,1000.0,0.0,2,68500,0.0
0.0055264717392683,0.960222577858424,0.987368464810682,0.852858533543358,4.0,0.0,13.9,3.935733730830885,0,59189,-9.9
0.0055264717392683,0.960222577858424,0.987368464810682,0.852858533543358,88.5,62.53998720818545,1000.0,0.0,1,36882,-911.5
0.0055264717392683,0.960222577858424,0.987368464810682,0.852858533543358,2.0,0.0,10.6,1.42828568570857,2,21495,-8.6
0.0028448148735719,0.889047813399644,0.9154828387854392,0.2598518479140024,51.6,30.764264983906244,1000.0,0.0,0,6788,-948.4
0.0028448148735719,0.889047813399644,0.9154828387854392,0.2598518479140024,1000.0,0.0,1000.0,0.0,1,88091,0.0
0.0028448148735719,0.889047813399644,0.9154828387854392,0.2598518479140024,1000.0,0.0,1000.0,0.0,2,50770,0.0
0.004167872217263,0.9347295272124032,0.9026133486086216,0.4376574360349349,1000.0,0.0,1000.0,0.0,0,10520,0.0
0.004167872217263,0.9347295272124032,0.9026133486086216,0.4376574360349349,4.0,0.0,13.3,2.19317121994613,1,23289,-9.3
0.004167872217263,0.9347295272124032,0.9026133486086216,0.4376574360349349,2.0,0.0,8.5,1.4317821063276353,2,72611,-6.5
0.0009019292052437,0.966773225348274,0.9888820625243826,0.6320210026690758,75.9,2.9137604568666933,187.7,7.7207512587830465,0,66945,-111.79999999999998
0.0009019292052437,0.966773225348274,0.9888820625243826,0.6320210026690758,1000.0,0.0,1000.0,0.0,1,54978,0.0
0.0009019292052437,0.966773225348274,0.9888820625243826,0.6320210026690758,1000.0,0.0,1000.0,0.0,2,59641,0.0
0.0020182617487166,0.8407371612360374,0.9733676157426666,0.5524920771216334,2.0,0.0,9.5,1.3601470508735445,0,7611,-7.5
0.0020182617487166,0.8407371612360374,0.9733676157426666,0.5524920771216334,2.3,0.9,16.8,6.321392251711643,1,86553,-14.5
0.0020182617487166,0.8407371612360374,0.9733676157426666,0.5524920771216334,1000.0,0.0,1000.0,0.0,2,13368,0.0
0.0066346152308803,0.8310764050600554,0.9250874358877276,0.9789813260044936,52.6,4.431703961232068,150.6,10.3072789813801,0,93201,-98.0
0.0066346152308803,0.8310764050600554,0.9250874358877276,0.9789813260044936,729.4,416.2211431438821,1000.0,0.0,1,94136,-270.6
0.0066346152308803,0.8310764050600554,0.9250874358877276,0.9789813260044936,24.5,13.836545811726277,255.0,59.00508452667448,2,17808,-230.5
0.0002637000181673,0.8041506807870148,0.937293441891164,0.7663304743987283,1000.0,0.0,1000.0,0.0,0,80725,0.0
0.0002637000181673,0.8041506807870148,0.937293441891164,0.7663304743987283,1000.0,0.0,1000.0,0.0,1,10387,0.0
0.0002637000181673,0.8041506807870148,0.937293441891164,0.7663304743987283,1000.0,0.0,1000.0,0.0,2,45466,0.0
0.0010902478132224,0.9830423292494166,0.9812138066275796,0.6503340918211259,80.3,6.132699242584786,312.3,23.255321971540194,0,43630,-232.0
0.0010902478132224,0.9830423292494166,0.9812138066275796,0.6503340918211259,1000.0,0.0,1000.0,0.0,1,24690,0.0
0.0010902478132224,0.9830423292494166,0.9812138066275796,0.6503340918211259,1000.0,0.0,901.6,295.2,2,68458,98.39999999999998
0.0004228046747304,0.8568497904134664,0.9187671471573678,0.9144574511314746,1000.0,0.0,1000.0,0.0,0,67050,0.0
0.0004228046747304,0.8568497904134664,0.9187671471573678,0.9144574511314746,1000.0,0.0,1000.0,0.0,1,84332,0.0
0.0004228046747304,0.8568497904134664,0.9187671471573678,0.9144574511314746,1000.0,0.0,1000.0,0.0,2,14106,0.0
0.0004311885314313,0.8648422295263485,0.9012684247861544,0.8950556313917124,1000.0,0.0,1000.0,0.0,0,7874,0.0
0.0004311885314313,0.8648422295263485,0.9012684247861544,0.8950556313917124,1000.0,0.0,1000.0,0.0,1,76880,0.0
0.0004311885314313,0.8648422295263485,0.9012684247861544,0.8950556313917124,1000.0,0.0,1000.0,0.0,2,38543,0.0
0.0002665440541066,0.8187925863257415,0.9671009026516436,0.5751577023071665,657.5,42.45762593457152,1000.0,0.0,0,45276,-342.5
